state	yr	qtr	index_nsa	index_sa	note
IL	1991	3	102.79	102.48	
IL	1991	4	103.25	103.31	
IL	1992	1	104.50	104.47	
IL	1992	2	105.80	105.63	
IL	1992	3	106.94	106.58	
IL	1992	4	107.94	108.06	
IL	1993	1	108.85	108.78	
IL	1993	2	109.79	109.64	
IL	1993	3	111.57	111.15	
IL	1993	4	112.00	112.21	
IL	1994	1	113.64	113.52	
IL	1994	2	114.94	114.77	
IL	1994	3	116.24	115.80	
IL	1994	4	116.42	116.70	
IL	1995	1	118.29	118.11	
IL	1995	2	119.45	119.26	
IL	1995	3	120.68	120.24	
IL	1995	4	121.08	121.39	
IL	1996	1	122.36	122.13	
IL	1996	2	123.50	123.32	
IL	1996	3	124.25	123.82	
IL	1996	4	124.20	124.48	
IL	1997	1	125.55	125.28	
IL	1997	2	126.17	126.08	
IL	1997	3	127.23	126.80	
IL	1997	4	127.66	127.86	
IL	1998	1	129.95	129.65	
IL	1998	2	131.14	131.17	
IL	1998	3	133.25	132.80	
IL	1998	4	134.25	134.35	
IL	1999	1	135.34	135.02	
IL	1999	2	136.90	137.01	
IL	1999	3	140.52	140.06	
IL	1999	4	143.17	143.20	
IL	2000	1	146.00	145.68	
IL	2000	2	147.83	147.95	
IL	2000	3	150.26	149.78	
IL	2000	4	152.47	152.51	
IL	2001	1	155.50	155.17	
IL	2001	2	157.30	157.40	
IL	2001	3	160.84	160.28	
IL	2001	4	162.55	162.67	
IL	2002	1	165.84	165.55	
IL	2002	2	168.39	168.40	
IL	2002	3	171.37	170.74	
IL	2002	4	173.30	173.42	
IL	2003	1	176.68	176.55	
IL	2003	2	179.43	179.36	
IL	2003	3	182.83	182.05	
IL	2003	4	184.90	184.93	
IL	2004	1	188.63	188.84	
IL	2004	2	192.25	192.07	
IL	2004	3	196.60	195.63	
IL	2004	4	199.76	199.56	
IL	2005	1	203.96	204.76	
IL	2005	2	207.64	207.33	
IL	2005	3	212.29	210.92	
IL	2005	4	214.84	214.34	
IL	2006	1	215.94	217.70	
IL	2006	2	219.44	218.88	
IL	2006	3	220.86	218.91	
IL	2006	4	220.19	219.46	
IL	2007	1	215.85	218.69	
IL	2007	2	216.06	215.26	
IL	2007	3	212.78	210.25	
IL	2007	4	205.20	204.45	
IL	2008	1	193.96	197.41	
IL	2008	2	194.36	193.36	
IL	2008	3	189.98	187.23	
IL	2008	4	179.42	178.92	
IL	2009	1	168.73	172.08	
IL	2009	2	168.97	167.99	
IL	2009	3	168.77	166.02	
IL	2009	4	165.07	164.97	
IL	2010	1	159.34	162.41	
IL	2010	2	162.55	161.47	
IL	2010	3	157.06	154.40	
IL	2010	4	153.33	153.79	
IL	2011	1	147.85	150.26	
IL	2011	2	148.47	147.41	
IL	2011	3	149.41	146.83	
IL	2011	4	144.10	145.09	
IL	2012	1	143.18	145.13	
IL	2012	2	145.48	144.28	
IL	2012	3	145.44	142.99	
IL	2012	4	142.82	144.17	
IL	2013	1	145.32	147.06	
IL	2013	2	150.24	148.88	
IL	2013	3	153.31	150.78	
IL	2013	4	150.96	152.54	
IL	2014	1	152.30	154.06	
IL	2014	2	158.21	156.66	
IL	2014	3	161.77	159.25	
IL	2014	4	158.58	160.20	
IL	2015	1	159.07	160.81	
IL	2015	2	164.62	163.02	
IL	2015	3	166.86	164.46	
IL	2015	4	164.79	166.34	
IL	2016	1	167.01	168.68	
IL	2016	2	171.98	170.39	
IL	2016	3	174.44	172.19	
IL	2016	4	173.11	174.49	
IL	2017	1	175.16	176.79	
IL	2017	2	179.76	178.22	
IL	2017	3	182.61	180.48	
IL	2017	4	181.49	182.67	
IL	2018	1	182.59	184.28	
IL	2018	2	187.62	186.10	
IL	2018	3	189.64	187.59	
IL	2018	4	188.99	189.92	
IL	2019	1	187.79	189.63	
IL	2019	2	193.87	192.33	
IL	2019	3	195.71	193.69	
IL	2019	4	194.36	195.11	
IL	2020	1	196.07	198.10	
IL	2020	2	202.29	200.68	
IL	2020	3	207.65	205.57	
IL	2020	4	211.22	211.84	
IL	2021	1	214.38	216.82	
IL	2021	2	224.91	223.03	
IL	2021	3	231.97	229.59	
IL	2021	4	235.92	236.65	
IL	2022	1	239.90	242.78	
IL	2022	2	253.09	250.85	
IL	2022	3	255.79	253.02	
IL	2022	4	255.95	256.87	
IL	2023	1	258.07	261.29	
IL	2023	2	269.28	266.81	
IL	2023	3	275.76	272.59	
IL	2023	4	276.14	277.35	
IN	1991	1	100.00	100.00	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1991	2	100.69	100.05	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1991	3	101.44	100.92	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1991	4	102.06	101.77	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1992	1	102.83	102.83	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1992	2	104.94	104.27	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1992	3	105.91	105.37	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1992	4	106.57	106.26	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1993	1	107.36	107.38	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1993	2	109.45	108.74	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1993	3	110.66	110.11	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1993	4	112.24	111.92	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1994	1	113.38	113.41	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1994	2	115.37	114.57	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1994	3	116.51	115.95	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1994	4	117.84	117.50	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1995	1	118.83	118.88	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1995	2	120.75	119.89	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1995	3	122.71	122.13	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1995	4	123.56	123.19	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1996	1	124.50	124.60	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1996	2	126.87	125.95	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1996	3	127.73	127.11	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1996	4	128.43	128.04	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1997	1	129.18	129.32	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1997	2	131.50	130.53	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1997	3	131.64	130.96	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1997	4	132.22	131.82	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1998	1	132.73	132.92	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1998	2	134.60	133.61	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1998	3	135.65	134.91	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1998	4	136.87	136.48	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1999	1	136.84	137.04	
IN	1999	2	139.92	138.92	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1999	3	140.97	140.15	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	1999	4	140.90	140.51	
IN	2000	1	143.46	143.67	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2000	2	144.24	143.24	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2000	3	147.12	146.20	
IN	2000	4	148.09	147.73	
IN	2001	1	148.18	148.39	
IN	2001	2	149.17	148.15	
IN	2001	3	149.51	148.49	
IN	2001	4	149.30	149.01	
IN	2002	1	149.79	150.02	
IN	2002	2	151.79	150.76	
IN	2002	3	151.13	149.99	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2002	4	150.64	150.40	
IN	2003	1	150.71	151.05	
IN	2003	2	152.22	151.13	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2003	3	152.94	151.67	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2003	4	152.55	152.33	
IN	2004	1	152.54	153.08	
IN	2004	2	155.20	154.04	
IN	2004	3	156.61	155.08	
IN	2004	4	156.36	156.19	
IN	2005	1	156.77	157.61	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2005	2	158.77	157.55	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2005	3	159.39	157.46	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2005	4	158.48	158.39	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2006	1	157.17	158.40	
IN	2006	2	160.98	159.66	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2006	3	161.73	159.40	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2006	4	160.15	160.10	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2007	1	158.74	160.44	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2007	2	160.94	159.41	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2007	3	161.20	158.69	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2007	4	156.50	156.44	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2008	1	153.98	155.95	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2008	2	153.72	152.08	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2008	3	153.62	151.20	Note: (External) County Records Data Comprise Less than 10% of Total Sample
IN	2008	4	143.11	143.08	
IN	2009	1	135.97	137.76	
IN	2009	2	140.67	139.07	
IN	2009	3	141.65	139.51	
IN	2009	4	140.77	140.80	
IN	2010	1	137.41	139.05	
IN	2010	2	142.16	140.50	
IN	2010	3	137.29	135.40	
IN	2010	4	136.84	136.96	
IN	2011	1	134.53	135.85	
IN	2011	2	135.25	133.69	
IN	2011	3	136.55	134.84	
IN	2011	4	135.27	135.49	
IN	2012	1	135.99	137.01	
IN	2012	2	137.34	135.83	
IN	2012	3	136.38	134.71	
IN	2012	4	134.82	135.21	
IN	2013	1	138.19	138.95	
IN	2013	2	140.30	138.88	
IN	2013	3	141.51	139.72	
IN	2013	4	139.73	140.30	
IN	2014	1	140.12	140.77	
IN	2014	2	143.65	142.20	
IN	2014	3	147.39	145.47	
IN	2014	4	145.84	146.50	
IN	2015	1	145.08	145.78	
IN	2015	2	149.95	148.36	
IN	2015	3	150.70	148.77	
IN	2015	4	149.52	150.15	
IN	2016	1	153.44	154.29	
IN	2016	2	156.03	154.29	
IN	2016	3	158.79	156.82	
IN	2016	4	158.36	158.97	
IN	2017	1	161.33	162.27	
IN	2017	2	166.67	164.77	
IN	2017	3	169.47	167.42	
IN	2017	4	171.12	171.71	
IN	2018	1	174.10	175.14	
IN	2018	2	181.55	179.45	
IN	2018	3	183.79	181.64	
IN	2018	4	184.03	184.60	
IN	2019	1	185.03	186.17	
IN	2019	2	192.13	189.90	
IN	2019	3	196.54	194.25	
IN	2019	4	196.30	196.87	
IN	2020	1	200.05	201.39	
IN	2020	2	207.18	204.69	
IN	2020	3	215.10	212.56	
IN	2020	4	221.18	221.89	
IN	2021	1	229.88	231.47	
IN	2021	2	242.87	239.86	
IN	2021	3	251.69	248.67	
IN	2021	4	257.41	258.34	
IN	2022	1	265.50	267.37	
IN	2022	2	280.62	277.01	
IN	2022	3	284.32	280.90	
IN	2022	4	283.99	285.12	
IN	2023	1	288.07	290.17	
IN	2023	2	300.94	296.91	
IN	2023	3	307.12	303.45	
IN	2023	4	308.34	309.61	
KS	1991	1	100.00	100.00	
KS	1991	2	100.28	100.02	
KS	1991	3	100.90	100.34	
KS	1991	4	101.70	101.57	
KS	1992	1	102.84	102.81	
KS	1992	2	104.12	103.82	
KS	1992	3	105.47	104.92	
KS	1992	4	106.10	105.99	
KS	1993	1	106.51	106.44	
KS	1993	2	108.67	108.30	
KS	1993	3	111.67	111.12	
KS	1993	4	113.24	113.19	
KS	1994	1	115.16	115.03	
KS	1994	2	117.25	116.80	
KS	1994	3	118.68	118.15	
KS	1994	4	119.77	119.81	
KS	1995	1	122.90	122.70	
KS	1995	2	124.75	124.17	
KS	1995	3	125.89	125.41	
KS	1995	4	128.20	128.30	
KS	1996	1	128.60	128.35	
KS	1996	2	131.39	130.68	
KS	1996	3	132.50	132.08	
KS	1996	4	132.62	132.74	
KS	1997	1	134.05	133.83	
KS	1997	2	135.51	134.65	
KS	1997	3	137.16	136.80	
KS	1997	4	138.54	138.61	
KS	1998	1	141.21	141.10	
KS	1998	2	143.99	142.99	
KS	1998	3	144.68	144.29	
KS	1998	4	147.03	147.04	
KS	1999	1	149.05	149.14	
KS	1999	2	152.10	150.95	
KS	1999	3	152.80	152.32	
KS	1999	4	153.87	153.84	
KS	2000	1	155.14	155.42	
KS	2000	2	159.60	158.35	
KS	2000	3	159.76	159.12	
KS	2000	4	161.14	161.10	
KS	2001	1	162.21	162.68	
KS	2001	2	164.38	163.06	
KS	2001	3	166.71	165.89	
KS	2001	4	166.29	166.28	
KS	2002	1	166.25	166.87	
KS	2002	2	170.70	169.34	
KS	2002	3	172.57	171.53	
KS	2002	4	172.74	172.81	
KS	2003	1	173.93	174.71	
KS	2003	2	176.63	175.16	
KS	2003	3	177.73	176.50	
KS	2003	4	178.32	178.51	
KS	2004	1	179.81	180.77	
KS	2004	2	183.96	182.28	
KS	2004	3	185.76	184.35	
KS	2004	4	186.83	187.15	
KS	2005	1	188.11	189.36	
KS	2005	2	193.50	191.45	
KS	2005	3	196.60	194.97	
KS	2005	4	194.32	194.82	
KS	2006	1	196.89	198.44	
KS	2006	2	202.12	199.77	
KS	2006	3	202.38	200.55	
KS	2006	4	200.67	201.23	
KS	2007	1	200.56	202.51	
KS	2007	2	207.32	204.67	
KS	2007	3	206.30	204.33	
KS	2007	4	203.76	204.22	
KS	2008	1	202.31	204.64	
KS	2008	2	208.31	205.61	
KS	2008	3	206.79	204.63	
KS	2008	4	201.59	201.86	
KS	2009	1	201.31	204.03	
KS	2009	2	204.88	202.24	
KS	2009	3	205.94	203.53	
KS	2009	4	205.35	205.49	
KS	2010	1	200.47	203.48	
KS	2010	2	207.65	205.11	
KS	2010	3	204.24	201.51	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2010	4	201.71	201.88	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2011	1	194.60	197.76	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2011	2	195.87	193.43	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2011	3	198.66	195.81	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2011	4	194.51	194.81	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2012	1	192.75	195.88	
KS	2012	2	200.39	197.91	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2012	3	202.73	199.66	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2012	4	199.32	199.89	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2013	1	197.15	200.18	
KS	2013	2	205.72	203.10	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2013	3	207.40	204.30	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2013	4	203.04	203.89	
KS	2014	1	204.56	207.36	
KS	2014	2	212.46	209.81	
KS	2014	3	214.32	211.24	
KS	2014	4	213.84	214.89	
KS	2015	1	214.93	217.48	
KS	2015	2	220.70	217.99	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2015	3	223.60	220.68	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2015	4	222.77	223.81	
KS	2016	1	224.07	226.41	
KS	2016	2	232.55	229.88	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2016	3	233.27	230.37	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2016	4	234.94	235.96	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2017	1	235.24	237.49	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2017	2	242.98	240.34	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2017	3	247.03	244.02	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2017	4	246.91	247.94	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2018	1	249.01	251.34	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2018	2	254.34	251.58	
KS	2018	3	256.89	253.73	
KS	2018	4	254.93	256.15	
KS	2019	1	256.44	258.77	
KS	2019	2	266.91	263.89	
KS	2019	3	271.27	267.90	
KS	2019	4	270.84	272.42	
KS	2020	1	273.51	275.94	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2020	2	284.48	280.99	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2020	3	295.44	291.78	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2020	4	300.33	302.46	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2021	1	311.15	313.83	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2021	2	329.46	325.07	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2021	3	339.39	335.23	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2021	4	343.52	346.37	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2022	1	356.66	359.68	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2022	2	375.25	369.85	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2022	3	375.26	370.75	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2022	4	373.97	377.44	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2023	1	380.37	383.45	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2023	2	397.90	391.91	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2023	3	404.76	399.97	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KS	2023	4	403.39	407.34	Note: (External) County Records Data Comprise Less than 10% of Total Sample
KY	1991	1	100.00	100.00	
KY	1991	2	102.27	101.37	
KY	1991	3	101.95	101.69	
KY	1991	4	103.35	102.84	
KY	1992	1	104.55	104.55	
KY	1992	2	105.89	104.98	
KY	1992	3	106.57	106.28	
KY	1992	4	108.37	107.81	
KY	1993	1	108.71	108.71	
KY	1993	2	111.10	110.23	
KY	1993	3	112.33	111.93	
KY	1993	4	113.19	112.59	
KY	1994	1	114.98	115.01	
KY	1994	2	117.73	116.92	
KY	1994	3	118.04	117.48	
KY	1994	4	119.74	119.11	
KY	1995	1	120.38	120.46	
KY	1995	2	122.33	121.57	
KY	1995	3	124.19	123.46	
KY	1995	4	125.55	124.91	
KY	1996	1	125.65	125.78	
KY	1996	2	127.85	127.11	
KY	1996	3	129.83	128.95	
KY	1996	4	130.96	130.34	
KY	1997	1	131.41	131.56	
KY	1997	2	133.36	132.59	
KY	1997	3	135.14	134.17	
KY	1997	4	135.80	135.20	
KY	1998	1	136.18	136.35	
KY	1998	2	139.05	138.22	
KY	1998	3	140.71	139.68	
KY	1998	4	141.54	140.98	
KY	1999	1	143.16	143.35	
KY	1999	2	145.91	144.93	
KY	1999	3	147.84	146.83	
KY	1999	4	149.24	148.67	
KY	2000	1	150.46	150.65	
KY	2000	2	152.98	151.86	
KY	2000	3	153.87	152.89	
KY	2000	4	155.54	154.98	
KY	2001	1	155.08	155.26	
KY	2001	2	158.19	156.97	
KY	2001	3	159.17	158.21	
KY	2001	4	160.05	159.45	
KY	2002	1	160.25	160.46	
KY	2002	2	163.09	161.82	
KY	2002	3	163.62	162.62	
KY	2002	4	165.12	164.49	
KY	2003	1	166.24	166.51	
KY	2003	2	168.39	167.05	
KY	2003	3	170.24	169.17	
KY	2003	4	170.91	170.24	
KY	2004	1	172.24	172.59	
KY	2004	2	175.78	174.40	
KY	2004	3	177.40	176.18	
KY	2004	4	179.19	178.49	
KY	2005	1	179.26	179.74	
KY	2005	2	183.37	181.95	
KY	2005	3	185.61	184.21	
KY	2005	4	186.42	185.67	
KY	2006	1	187.20	187.85	
KY	2006	2	190.53	189.06	
KY	2006	3	190.75	189.16	
KY	2006	4	190.87	190.10	
KY	2007	1	189.02	189.84	
KY	2007	2	190.76	189.25	
KY	2007	3	190.32	188.64	
KY	2007	4	188.41	187.61	
KY	2008	1	185.13	186.07	
KY	2008	2	185.98	184.50	
KY	2008	3	184.74	183.01	
KY	2008	4	180.32	179.58	
KY	2009	1	177.48	178.46	
KY	2009	2	179.79	178.30	
KY	2009	3	180.32	178.59	
KY	2009	4	180.34	179.65	
KY	2010	1	177.54	178.56	
KY	2010	2	180.09	178.54	
KY	2010	3	174.83	173.11	
KY	2010	4	174.53	173.96	
KY	2011	1	171.15	172.17	
KY	2011	2	172.95	171.35	
KY	2011	3	173.40	171.67	
KY	2011	4	171.99	171.53	
KY	2012	1	171.35	172.42	
KY	2012	2	174.20	172.45	
KY	2012	3	174.05	172.25	
KY	2012	4	174.17	173.88	
KY	2013	1	173.69	174.80	
KY	2013	2	177.10	175.19	
KY	2013	3	178.51	176.62	
KY	2013	4	176.39	176.23	
KY	2014	1	176.39	177.53	
KY	2014	2	181.76	179.72	
KY	2014	3	183.02	181.01	
KY	2014	4	182.93	182.91	
KY	2015	1	182.81	183.97	
KY	2015	2	188.65	186.48	
KY	2015	3	189.98	187.93	
KY	2015	4	188.73	188.72	
KY	2016	1	190.68	191.83	
KY	2016	2	196.01	193.77	
KY	2016	3	198.30	196.21	
KY	2016	4	199.03	199.03	
KY	2017	1	199.50	200.57	
KY	2017	2	205.50	203.23	
KY	2017	3	208.70	206.67	
KY	2017	4	208.76	208.59	
KY	2018	1	211.47	212.53	
KY	2018	2	216.64	214.32	
KY	2018	3	218.54	216.52	
KY	2018	4	219.36	219.06	
KY	2019	1	220.38	221.48	
KY	2019	2	226.69	224.27	
KY	2019	3	228.55	226.52	
KY	2019	4	230.94	230.51	
KY	2020	1	233.26	234.57	
KY	2020	2	239.91	237.28	
KY	2020	3	245.68	243.41	
KY	2020	4	252.97	252.56	
KY	2021	1	258.08	259.68	
KY	2021	2	271.57	268.50	
KY	2021	3	279.61	276.80	
KY	2021	4	285.44	285.12	
KY	2022	1	291.07	293.10	
KY	2022	2	305.87	302.31	
KY	2022	3	309.44	305.99	
KY	2022	4	309.26	309.20	
KY	2023	1	311.67	313.99	
KY	2023	2	321.81	317.97	
KY	2023	3	327.92	323.96	
KY	2023	4	326.50	326.69	
LA	1991	1	100.00	100.00	
LA	1991	2	99.86	99.96	
LA	1991	3	101.33	100.71	
LA	1991	4	101.32	101.15	
LA	1992	1	102.64	102.66	
LA	1992	2	103.58	103.65	
LA	1992	3	105.00	104.36	
LA	1992	4	106.08	105.90	
LA	1993	1	106.05	106.13	
LA	1993	2	107.80	107.81	
LA	1993	3	110.68	110.01	
LA	1993	4	112.57	112.37	
LA	1994	1	113.98	114.15	
LA	1994	2	114.97	114.89	
LA	1994	3	116.24	115.55	
LA	1994	4	116.73	116.54	
LA	1995	1	117.33	117.57	
LA	1995	2	120.47	120.26	
LA	1995	3	123.31	122.62	
LA	1995	4	124.67	124.47	
LA	1996	1	125.70	126.02	
LA	1996	2	127.67	127.34	
LA	1996	3	129.06	128.38	
LA	1996	4	128.92	128.75	
LA	1997	1	130.52	130.89	
LA	1997	2	132.69	132.24	
LA	1997	3	134.61	133.94	
LA	1997	4	135.86	135.74	
LA	1998	1	136.88	137.26	
LA	1998	2	139.79	139.25	
LA	1998	3	141.34	140.65	
LA	1998	4	143.38	143.29	
LA	1999	1	144.40	144.80	
LA	1999	2	147.15	146.55	
LA	1999	3	148.41	147.72	
LA	1999	4	147.63	147.50	
LA	2000	1	151.12	151.60	
LA	2000	2	153.04	152.36	
LA	2000	3	155.03	154.32	
LA	2000	4	154.67	154.46	
LA	2001	1	156.26	156.92	
LA	2001	2	157.95	157.16	
LA	2001	3	159.50	158.76	
LA	2001	4	161.24	160.96	
LA	2002	1	161.36	162.21	
LA	2002	2	164.47	163.54	
LA	2002	3	165.61	164.85	
LA	2002	4	167.90	167.51	
LA	2003	1	167.36	168.43	
LA	2003	2	172.10	171.04	
LA	2003	3	173.60	172.80	
LA	2003	4	174.84	174.40	
LA	2004	1	175.31	176.48	
LA	2004	2	181.55	180.43	
LA	2004	3	183.47	182.60	
LA	2004	4	184.84	184.40	
LA	2005	1	186.12	187.30	
LA	2005	2	192.68	191.60	
LA	2005	3	196.36	195.29	
LA	2005	4	202.51	202.21	
LA	2006	1	204.17	205.20	
LA	2006	2	209.19	208.26	
LA	2006	3	212.82	211.55	
LA	2006	4	212.93	212.73	
LA	2007	1	215.20	216.06	
LA	2007	2	215.98	215.26	
LA	2007	3	215.93	214.50	
LA	2007	4	214.48	214.39	
LA	2008	1	211.80	212.49	
LA	2008	2	212.25	211.67	
LA	2008	3	213.86	212.37	
LA	2008	4	209.81	209.73	
LA	2009	1	210.24	210.97	
LA	2009	2	210.63	210.05	
LA	2009	3	211.85	210.28	
LA	2009	4	210.58	210.55	
LA	2010	1	209.81	210.64	
LA	2010	2	210.72	210.05	
LA	2010	3	209.49	207.89	
LA	2010	4	206.97	206.95	
LA	2011	1	202.89	203.84	
LA	2011	2	204.44	203.69	
LA	2011	3	204.70	203.08	
LA	2011	4	202.74	202.78	
LA	2012	1	202.32	203.33	
LA	2012	2	205.18	204.35	
LA	2012	3	208.85	207.16	
LA	2012	4	205.72	205.83	
LA	2013	1	208.10	209.19	
LA	2013	2	211.86	210.91	
LA	2013	3	214.55	212.76	
LA	2013	4	214.10	214.37	
LA	2014	1	214.70	215.78	
LA	2014	2	218.68	217.63	
LA	2014	3	221.63	219.74	
LA	2014	4	221.13	221.57	
LA	2015	1	222.46	223.52	
LA	2015	2	225.68	224.47	
LA	2015	3	228.47	226.62	
LA	2015	4	227.94	228.47	
LA	2016	1	228.36	229.39	
LA	2016	2	232.69	231.30	
LA	2016	3	233.24	231.53	
LA	2016	4	230.58	231.09	
LA	2017	1	233.45	234.48	
LA	2017	2	237.69	236.16	
LA	2017	3	240.47	238.93	
LA	2017	4	239.21	239.62	
LA	2018	1	240.31	241.35	
LA	2018	2	244.29	242.67	
LA	2018	3	243.39	242.01	
LA	2018	4	244.98	245.29	
LA	2019	1	245.43	246.49	
LA	2019	2	250.42	248.70	
LA	2019	3	251.09	249.78	
LA	2019	4	252.60	252.86	
LA	2020	1	253.58	254.72	
LA	2020	2	258.22	256.36	
LA	2020	3	263.21	261.82	
LA	2020	4	267.55	267.95	
LA	2021	1	271.31	272.56	
LA	2021	2	280.99	278.84	
LA	2021	3	288.58	286.95	
LA	2021	4	290.99	291.67	
LA	2022	1	300.49	301.91	
LA	2022	2	309.91	307.37	
LA	2022	3	310.84	308.89	
LA	2022	4	308.68	309.78	
LA	2023	1	309.33	310.75	
LA	2023	2	316.15	313.40	
LA	2023	3	317.66	315.55	
LA	2023	4	315.06	316.44	
MA	1991	1	100.00	100.00	
MA	1991	2	98.85	98.86	
MA	1991	3	97.93	97.54	
MA	1991	4	97.74	97.88	
MA	1992	1	98.46	98.56	
MA	1992	2	97.21	97.25	
MA	1992	3	97.32	96.77	
MA	1992	4	97.71	97.89	
MA	1993	1	94.99	95.27	
MA	1993	2	96.79	96.79	
MA	1993	3	97.84	97.05	
MA	1993	4	97.10	97.35	
MA	1994	1	97.58	98.08	
MA	1994	2	98.91	98.85	
MA	1994	3	100.69	99.66	
MA	1994	4	99.35	99.64	
MA	1995	1	99.29	100.06	
MA	1995	2	100.83	100.63	
MA	1995	3	102.51	101.39	
MA	1995	4	101.97	102.23	
MA	1996	1	102.60	103.62	
